Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/26/2024,191.775,192,187.975,189.075,-2.925,-1.52%,826,6333
03/25/2024,192.25,193.85,191.375,192,-0.925,-0.48%,629,6496
03/22/2024,194.625,194.625,192.375,192.925,-1.825,-0.94%,683,6514
03/21/2024,194.975,195.775,194.175,194.75,-0.475,-0.24%,569,6305
03/20/2024,195.825,195.9,194.875,195.225,-0.525,-0.27%,465,6149
03/19/2024,195.4,195.85,195.025,195.75,0.275,+0.14%,572,6064
03/18/2024,194.675,195.55,194.25,195.475,1.275,+0.66%,350,5949
03/15/2024,194,194.95,193.625,194.2,0.3,+0.15%,378,5855
03/14/2024,196.075,196.4,193.7,193.9,-2.05,-1.05%,688,5837
03/13/2024,194.6,196,194.6,195.95,1.225,+0.63%,520,5770
03/12/2024,194,195.15,193.8,194.725,0.525,+0.27%,524,5693
03/11/2024,194.025,194.4,193.625,194.2,-0.225,-0.12%,1016,5525
03/08/2024,194.625,195.7,194.2,194.425,-0.575,-0.29%,536,5432
03/07/2024,194.25,195,193.975,195,0.85,+0.44%,415,5255
03/06/2024,194.25,194.5,193.625,194.15,-0.225,-0.12%,233,5104
03/05/2024,193.95,194.525,193.725,194.375,0.525,+0.27%,336,5005
03/04/2024,193.975,194.125,193.475,193.85,-0.45,-0.23%,351,4936
03/01/2024,193.1,194.325,193.05,194.3,1.475,+0.76%,531,4800
02/29/2024,193,193.3,192.275,192.825,-0.475,-0.25%,246,4560
02/28/2024,194.025,194.1,192.925,193.3,-0.9,-0.46%,213,4512
02/27/2024,194.35,194.925,194,194.2,-0.225,-0.12%,356,4466
02/26/2024,192.55,194.65,192.5,194.425,0.175,+0.09%,275,4312
02/23/2024,193,194.25,192.35,194.25,1,+0.52%,388,4274
02/22/2024,193.8,194.525,192.9,193.25,-0.825,-0.43%,426,4141
02/21/2024,193.5,194.65,193.325,194.075,0.575,+0.30%,322,4041
02/20/2024,192.9,193.9,192.4,193.5,0.85,+0.44%,164,4009
02/16/2024,191.2,193.5,191.2,192.65,0.65,+0.34%,200,3953
02/15/2024,191.425,192.075,190.675,192,0.375,+0.20%,135,3935
02/14/2024,193.125,193.225,190.925,191.625,-1.675,-0.87%,238,3934
02/13/2024,193.65,193.775,193.175,193.3,-0.9,-0.46%,239,3853
02/12/2024,194,194.6,193.575,194.2,0.325,+0.17%,200,3722
02/09/2024,193.875,194.4,193.375,193.875,-0.125,-0.06%,467,3700
02/08/2024,194,194.6,193.75,194,0.325,+0.17%,533,3568
02/07/2024,194,194.225,193.1,193.675,-0.55,-0.28%,462,3443
02/06/2024,193.05,194.5,192.925,194.225,1.05,+0.54%,502,3344
02/05/2024,194.2,194.3,193.025,193.175,-1.15,-0.59%,344,3185
02/02/2024,194,194.75,193.875,194.325,0.1,+0.05%,216,3034
02/01/2024,192.975,194.45,192.75,194.225,1.6,+0.83%,555,3010
01/31/2024,192.7,192.975,192.4,192.625,-0.2,-0.10%,134,2753
01/30/2024,191.975,193,191.475,192.825,0.85,+0.44%,236,2690
01/29/2024,192.05,193.325,191.825,191.975,-0.625,-0.32%,243,2629
01/26/2024,191.575,193.025,191.5,192.6,1.025,+0.54%,628,2599
01/25/2024,189.925,192.25,189.925,191.575,0.9,+0.47%,560,2397
01/24/2024,189.85,190.8,189.825,190.675,0.925,+0.49%,297,2140
01/23/2024,189.25,189.875,189.125,189.75,0.275,+0.15%,166,2012
01/22/2024,188.65,189.475,187.9,189.475,0.475,+0.25%,137,1962
01/19/2024,188.5,189.025,188.5,189,0.2,+0.11%,77,1980
01/18/2024,187.8,189.175,187.8,188.8,1,+0.53%,244,1967
01/17/2024,187.45,187.825,186.85,187.8,0.45,+0.24%,155,1892
01/16/2024,187,187.675,186.6,187.35,0.425,+0.23%,240,1884
01/12/2024,186.975,187.575,186.275,186.925,0,0.00%,194,1860
01/11/2024,186.275,187.125,186,186.925,0.4,+0.21%,268,1881
01/10/2024,186.875,187.1,186.175,186.525,0.275,+0.15%,288,1762
01/09/2024,186,187.05,185.85,186.25,-0.05,-0.03%,212,1682
01/08/2024,187.125,188.05,186.05,186.3,-0.625,-0.33%,183,1589
01/05/2024,187.75,188.7,186.875,186.925,-0.675,-0.36%,160,1548
01/04/2024,187.45,188,187.15,187.6,-0.4,-0.21%,140,1538
01/03/2024,187.7,188.075,186.725,188,0.7,+0.37%,140,1507
01/02/2024,185.575,188,185.575,187.3,1.2,+0.64%,162,1477
12/29/2023,186,186.225,186,186.1,0.45,+0.24%,15,1451
12/28/2023,185.45,186.1,184.9,185.65,0.2,+0.11%,36,1453
12/27/2023,186,186,185.075,185.45,-0.225,-0.12%,48,1461
12/26/2023,183.35,185.725,183.35,185.675,1.075,+0.58%,124,1472
12/22/2023,184.5,185,184.075,184.6,0.1,+0.05%,25,1424
12/21/2023,185.025,185.475,184.5,184.5,-0.9,-0.49%,1,1438
12/20/2023,184.575,185.8,184.3,185.4,0.825,+0.45%,23,1438
12/19/2023,184.575,185.525,184.325,184.575,-0.025,-0.01%,83,1441
12/18/2023,183.95,185.675,183.95,184.6,0.65,+0.35%,227,1412
12/15/2023,182.8,183.95,182.275,183.95,0.95,+0.52%,188,1303
12/14/2023,182.5,183.2,182.5,183,0.9,+0.49%,76,1215
12/13/2023,182.5,183.5,181.825,182.1,-0.875,-0.48%,40,1172
12/12/2023,181.425,183.15,180.8,182.975,1.425,+0.78%,86,1154
12/11/2023,180.25,181.625,179.3,181.55,1.3,+0.72%,92,1120
12/08/2023,178.6,180.775,178.6,180.25,2.175,+1.22%,130,1095
12/07/2023,179.25,180.525,177.8,178.075,-0.95,-0.53%,216,1091
12/06/2023,181.725,182.875,178.375,179.025,-3.075,-1.69%,122,961
12/05/2023,181.075,182.775,180.875,182.1,1.15,+0.64%,198,920
12/04/2023,180.1,182.7,179.975,180.95,-1.325,-0.73%,39,829
12/01/2023,184.075,184.075,181.85,182.275,-1.55,-0.84%,48,816
11/30/2023,184.925,184.925,182.025,183.825,-1.5,-0.81%,144,812
11/29/2023,185,186.05,184.75,185.325,-0.05,-0.03%,79,773
11/28/2023,182.5,185.825,182.025,185.375,3.05,+1.67%,204,720
11/27/2023,185.8,185.8,182.3,182.325,-2.825,-1.53%,112,634
11/24/2023,187.5,187.5,184.975,185.15,-3.,-1.59%,72,593
11/22/2023,188.3,188.85,188.125,188.15,-0.5,-0.27%,21,574
11/21/2023,188.85,189.175,188.125,188.65,-0.225,-0.12%,75,566
11/20/2023,188.25,189.15,187.575,188.875,0.775,+0.41%,160,533
11/17/2023,186.8,188.5,186.725,188.1,1.475,+0.79%,55,476
11/16/2023,188.125,188.125,186.625,186.625,-2.625,-1.39%,28,463
11/15/2023,188.1,189.25,187.975,189.25,1.075,+0.57%,14,449
11/14/2023,188,189.5,187.75,188.175,1.275,+0.68%,116,449
11/13/2023,186.475,187.775,186.475,186.9,0.85,+0.46%,70,378
11/10/2023,185.75,186.9,185.45,186.05,0.05,+0.03%,76,348
11/09/2023,188,189.375,185.975,186,-3.25,-1.72%,49,320
11/08/2023,188.2,189.725,186.5,189.25,0.275,+0.15%,54,303
11/07/2023,191.45,191.7,187.975,188.975,-3.15,-1.64%,102,279
11/06/2023,193.5,193.8,192.125,192.125,-2.175,-1.12%,18,250
11/03/2023,194.75,195,194.3,194.3,-0.375,-0.19%,37,248
11/02/2023,193,195.35,193,194.675,1.475,+0.76%,133,224
11/01/2023,193,193.65,193,193.2,1.2,+0.63%,171,161
"Downloaded from Barchart.com as of 12-07-2024 02:17pm CST"
