Time,Open,High,Low,Last,Change,%Chg,Volume
04/09/2024,106.8,106.92,106.75,106.87,0.28,+0.26%,1309400
04/08/2024,106.5,106.645,106.42,106.59,-0.04,-0.04%,1830200
04/05/2024,106.76,106.96,106.62,106.63,-0.45,-0.42%,1608800
04/04/2024,106.86,107.09,106.65,107.08,0.4,+0.37%,1971000
04/03/2024,106.38,106.7,106.3,106.68,0,0.00%,1396200
04/02/2024,106.43,106.7073,106.27,106.68,0.03,+0.03%,1899600
04/01/2024,107.02,107.03,106.62,106.65,-0.76,-0.71%,1639800
03/28/2024,107.19,107.55,107.19,107.41,0.04,+0.04%,2137700
03/27/2024,107.16,107.45,107.15,107.37,0.33,+0.31%,1758000
03/26/2024,107.03,107.145,106.92,107.04,0.03,+0.03%,932200
03/25/2024,107.32,107.33,106.9901,107.01,-0.34,-0.32%,1902600
03/22/2024,107.48,107.48,107.29,107.35,0.37,+0.35%,2385700
03/21/2024,107.18,107.2398,106.895,106.98,0.19,+0.18%,2337500
03/20/2024,106.43,106.82,106.37,106.79,0.42,+0.39%,1758700
03/19/2024,106.37,106.58,106.325,106.37,0.15,+0.14%,1518000
03/18/2024,106.32,106.36,106.15,106.22,-0.1,-0.09%,1908000
03/15/2024,106.44,106.51,106.32,106.32,-0.07,-0.07%,1288300
03/14/2024,106.79,106.79,106.3407,106.39,-0.65,-0.61%,1954300
03/13/2024,107.17,107.22,106.9739,107.04,-0.15,-0.14%,1696000
03/12/2024,107.36,107.39,107.17,107.19,-0.21,-0.20%,2379700
03/11/2024,107.63,107.63,107.365,107.4,-0.19,-0.18%,1928800
03/08/2024,107.67,107.79,107.53,107.59,0.09,+0.08%,1313810
03/07/2024,107.65,107.66,107.36,107.5,-0.06,-0.06%,2014700
03/06/2024,107.6,107.815,107.4901,107.56,0.04,+0.04%,2931800
03/05/2024,107.35,107.6,107.26,107.52,0.49,+0.46%,1512900
03/04/2024,106.85,107.05,106.83,107.03,-0.09,-0.08%,1857200
03/01/2024,106.61,107.15,106.42,107.12,0.4,+0.37%,2949700
02/29/2024,106.48,106.73,106.47,106.72,0.33,+0.31%,6257500
02/28/2024,106.19,106.41,106.145,106.39,0.34,+0.32%,1485700
02/27/2024,106.19,106.31,106.02,106.05,-0.13,-0.12%,2781800
02/26/2024,106.24,106.25,106.02,106.18,-0.04,-0.04%,1413600
02/23/2024,105.92,106.34,105.92,106.22,0.27,+0.25%,1160500
02/22/2024,106.03,106.255,105.77,105.95,-0.14,-0.13%,5515200
02/21/2024,106.24,106.295,105.98,106.09,-0.12,-0.11%,1772800
02/20/2024,106.23,106.35,106.18,106.21,0.05,+0.05%,1013800
02/16/2024,106.02,106.185,105.985,106.16,-0.11,-0.10%,1063500
02/15/2024,106.42,106.47,106.255,106.27,0.13,+0.12%,1894100
02/14/2024,105.95,106.26,105.95,106.14,0.45,+0.43%,1606600
02/13/2024,105.89,106.02,105.68,105.69,-0.68,-0.64%,1770900
02/12/2024,106.34,106.4,106.1919,106.37,0.04,+0.04%,1134600
02/09/2024,106.31,106.48,106.2701,106.33,-0.15,-0.14%,1506600
02/08/2024,106.44,106.59,106.365,106.48,-0.08,-0.08%,1603900
02/07/2024,106.64,106.85,106.56,106.56,-0.2,-0.19%,1489700
02/06/2024,106.51,106.93,106.5019,106.76,0.36,+0.34%,2163600
02/05/2024,106.61,106.705,106.335,106.4,-0.6,-0.56%,1869800
02/02/2024,107.16,107.29,106.8,107,-1.04,-0.96%,3070000
02/01/2024,108.14,108.54,107.95,108.04,0.19,+0.18%,2966500
01/31/2024,107.48,107.86,107.33,107.85,0.7,+0.65%,8965800
01/30/2024,107.25,107.35,107.005,107.15,-0.05,-0.05%,2152000
01/29/2024,107,107.285,106.94,107.2,0.47,+0.44%,1275600
01/26/2024,106.86,106.86,106.645,106.73,-0.1,-0.09%,1706200
01/25/2024,106.77,106.86,106.62,106.83,0.36,+0.34%,1717800
01/24/2024,106.92,106.94,106.46,106.47,-0.25,-0.23%,1282300
01/23/2024,106.62,106.765,106.5148,106.72,-0.35,-0.33%,1191200
01/22/2024,107.02,107.2,106.99,107.07,0.05,+0.05%,1443200
01/19/2024,106.87,107.02,106.67,107.02,0.08,+0.07%,1461800
01/18/2024,106.92,107.02,106.75,106.94,0.03,+0.03%,5550200
01/17/2024,106.89,107.016,106.75,106.91,-0.33,-0.31%,2933200
01/16/2024,107.5,107.625,107.1,107.24,-0.55,-0.51%,2383300
01/12/2024,107.6,107.8396,107.5434,107.79,0.46,+0.43%,1741100
01/11/2024,107.05,107.37,106.94,107.33,0.57,+0.53%,2352000
01/10/2024,107.03,107.065,106.735,106.76,-0.09,-0.08%,1427200
01/09/2024,106.92,107.15,106.85,106.85,-0.21,-0.20%,1535500
01/08/2024,106.68,107.22,106.68,107.06,0.29,+0.27%,1399300
01/05/2024,106.78,107.245,106.675,106.77,-0.24,-0.22%,2040600
01/04/2024,107.05,107.13,106.935,107.01,-0.5,-0.47%,1897600
01/03/2024,106.95,107.535,106.91,107.51,0.17,+0.16%,1920700
01/02/2024,107.16,107.41,107.065,107.34,-0.15,-0.14%,2635700
12/29/2023,107.38,107.77,107.36,107.49,-0.13,-0.12%,5159400
12/28/2023,107.82,108.045,107.59,107.62,-0.35,-0.32%,2011400
12/27/2023,107.73,108.01,107.665,107.97,0.49,+0.46%,1472300
12/26/2023,107.44,107.56,107.39,107.48,0.06,+0.06%,1307000
12/22/2023,107.77,107.78,107.3221,107.42,-0.21,-0.20%,1187800
12/21/2023,107.82,107.91,107.48,107.63,-0.18,-0.17%,4795900
12/20/2023,107.63,107.84,107.45,107.81,0.43,+0.40%,1843200
12/19/2023,107.44,107.645,107.31,107.38,0.07,+0.07%,1624700
12/18/2023,107.46,107.5,107.31,107.31,-0.32,-0.30%,1608100
12/15/2023,107.4,107.7,107.35,107.63,-0.18,-0.17%,3185100
12/14/2023,107.49,108.06,107.48,107.81,1.17,+1.10%,4948800
12/13/2023,105.3,106.655,105.25,106.64,1.43,+1.36%,2778800
12/12/2023,105.15,105.305,105.035,105.21,-0.06,-0.06%,1860800
12/11/2023,105.22,105.29,104.975,105.27,-0.22,-0.21%,1898300
12/08/2023,105.23,105.51,105.11,105.49,-0.13,-0.12%,1657300
12/07/2023,105.58,105.9,105.58,105.62,-0.09,-0.09%,2956600
12/06/2023,105.55,105.79,105.47,105.71,0.11,+0.10%,3262300
12/05/2023,105.34,105.765,105.34,105.6,0.57,+0.54%,10909800
12/04/2023,105.14,105.275,104.93,105.03,-0.44,-0.42%,2523700
12/01/2023,104.79,105.53,104.79,105.47,0.28,+0.27%,5444500
11/30/2023,105.19,105.275,104.97,105.19,-0.19,-0.18%,6295600
11/29/2023,105.19,105.455,105.11,105.38,0.42,+0.40%,3617200
11/28/2023,104.37,104.99,104.36,104.96,0.41,+0.39%,3241400
11/27/2023,104.39,104.555,104.25,104.55,0.34,+0.33%,2231700
11/24/2023,104.36,104.42,104.19,104.21,-0.44,-0.42%,498200
11/22/2023,104.6,104.67,104.312,104.65,0.1,+0.10%,1395400
11/21/2023,104.6632,104.735,104.29,104.55,-0.22,-0.21%,7051400
11/20/2023,104.3,104.79,104.29,104.77,0.31,+0.30%,1511500
11/17/2023,104.54,104.5838,104.28,104.46,0.11,+0.11%,2073600
11/16/2023,104.18,104.49,104.18,104.35,0.38,+0.37%,2540100
11/15/2023,104.07,104.08,103.765,103.97,-0.45,-0.43%,2358300
11/14/2023,104.42,104.64,104.28,104.42,0.85,+0.82%,2794200
11/13/2023,103.3,103.6,103.19,103.57,-0.07,-0.07%,1329700
11/10/2023,103.82,103.86,103.535,103.64,0.04,+0.04%,2922800
11/09/2023,104.28,104.33,103.53,103.6,-0.88,-0.84%,2327900
11/08/2023,104.18,104.495,104.141,104.48,0.23,+0.22%,1835300
11/07/2023,104.1,104.385,104.045,104.25,0.28,+0.27%,1600300
11/06/2023,104.07,104.12,103.82,103.97,-0.27,-0.26%,2356100
11/03/2023,104.46,104.63,104.21,104.24,0.53,+0.51%,3443900
11/02/2023,103.81,103.98,103.5264,103.71,0.47,+0.46%,2869700
11/01/2023,102.51,103.275,102.46,103.24,0.44,+0.43%,3244500
"Downloaded from Barchart.com as of 12-08-2024 02:28pm CST"
