Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
01/03/2024,1247,1247,1247,1247,-21.,-1.66%,0,0
01/02/2024,1268,1268,1268,1268,0,0.00%,0,0
12/29/2023,1268,1268,1268,1268,-8.,-0.63%,0,0
12/28/2023,1276,1276,1276,1276,-11.,-0.85%,0,0
12/27/2023,1287,1287,1287,1287,3,+0.23%,0,0
12/26/2023,1284,1284,1284,1284,16,+1.26%,0,0
12/22/2023,1268,1268,1268,1268,2,+0.16%,0,0
12/21/2023,1266,1266,1266,1266,-11.,-0.86%,0,0
12/20/2023,1277,1277,1277,1277,2,+0.16%,0,0
12/19/2023,1275,1275,1275,1275,-14.,-1.09%,0,0
12/18/2023,1289,1289,1289,1289,12,+0.94%,0,0
12/15/2023,1277,1277,1277,1277,1,+0.08%,0,0
12/14/2023,1276,1276,1276,1276,7,+0.55%,0,0
12/13/2023,1269,1269,1269,1269,-16.,-1.25%,0,0
12/12/2023,1285,1285,1285,1285,-11.,-0.85%,0,0
12/11/2023,1296,1296,1296,1296,32,+2.53%,0,0
12/08/2023,1264,1264,1264,1264,-5.,-0.39%,0,0
12/07/2023,1269,1269,1269,1269,17,+1.36%,0,0
12/06/2023,1252,1252,1252,1252,-10.,-0.79%,0,0
12/05/2023,1262,1262,1262,1262,-1.,-0.08%,0,0
12/04/2023,1263,1263,1263,1263,-21.,-1.64%,0,0
12/01/2023,1284,1284,1284,1284,-18.,-1.38%,0,0
11/30/2023,1302,1302,1302,1302,-5.,-0.38%,0,0
11/29/2023,1307,1307,1307,1307,1,+0.08%,0,0
11/28/2023,1306,1306,1306,1306,17,+1.32%,0,0
11/27/2023,1289,1289,1289,1289,-1.,-0.08%,0,0
11/24/2023,1290,1290,1290,1290,-26.,-1.98%,0,0
11/22/2023,1316,1316,1316,1316,-21.,-1.57%,0,0
11/21/2023,1337,1337,1337,1337,10,+0.75%,0,0
11/20/2023,1327,1327,1327,1327,27,+2.08%,0,0
11/17/2023,1300,1300,1300,1300,-19.,-1.44%,0,0
11/16/2023,1319,1319,1319,1319,-25.,-1.86%,0,0
11/15/2023,1344,1344,1344,1344,-2.,-0.15%,0,0
11/14/2023,1346,1346,1346,1346,8,+0.60%,0,0
11/13/2023,1338,1338,1338,1338,35,+2.69%,0,0
11/10/2023,1303,1303,1303,1303,6,+0.46%,0,0
11/09/2023,1297,1297,1297,1297,-20.,-1.52%,0,0
11/08/2023,1317,1317,1317,1317,8,+0.61%,0,0
11/07/2023,1309,1309,1309,1309,3,+0.23%,0,0
11/06/2023,1306,1306,1306,1306,9,+0.69%,0,0
11/03/2023,1297,1297,1297,1297,30,+2.37%,0,0
11/02/2023,1267,1267,1267,1267,3,+0.24%,0,0
11/01/2023,1264,1264,1264,1264,20,+1.61%,0,0
"Downloaded from Barchart.com as of 12-07-2024 02:41pm CST"
